MDC,DC,DRG,RW0D,RW,WTLOS,OT,MDF,DRGNAME
09,0966,09660,2.139,3.565,17.24,52,1.0,Skin malignancy w radiotherapy wo sig CCC
09,0966,09661,2.7057,5.2034,20.4,61,1.0,Skin malignancy w radiotherapy w min CCC
09,0967,09679,1.6213,1.7817,3.6,11,1.0,Skin malignancy w chemotherapy
10,1001,10010,6.4327,7.658,8.98,27,1.0,Pituitary procedures wo sig CCC
10,1001,10011,7.2394,10.6462,13.33,40,1.0,Pituitary procedures w min CCC
10,1002,10020,4.1045,4.5104,5.7,17,1.0,Adrenal procedures wo sig CCC
10,1002,10021,5.2682,7.7473,12.04,36,1.0,Adrenal procedures w min CCC
10,1003,10039,2.4917,3.6642,12.72,38,1.0,"Amput of lower limb for endoc, nut & met dis/Elderly"
10,1004,10049,2.3922,3.5179,12.2,37,1.0,"Amput of lower limb for endoc, nut & met dis/Adult"
10,1005,10059,4.9293,6.486,10.67,32,1.0,OR procedures for obesity
10,1007,10070,2.7773,3.3064,6.16,18,0.78,Parathyroid procedures wo sig CCC
10,1007,10071,3.5428,4.6616,9.61,29,1.0,Parathyroid procedures w min CCC
10,1008,10080,1.9004,2.0884,4.17,13,1.0,Thyroid procedures wo sig CCC
10,1008,10081,3.4621,4.1215,7.25,22,1.0,Thyroid procedures w min CCC
10,1008,10082,4.8849,7.1836,12.75,38,1.0,Thyroid procedures w mod CCC
10,1009,10090,1.2651,1.3902,3.27,10,1.0,Thyroglossal procedures wo sig CCC
10,1009,10091,1.5138,1.6635,4.16,12,1.0,Thyroglossal procedures w min CCC
10,1010,10109,3.0104,3.5838,8.16,24,1.0,"Other endocrine, nut & met OR procedures"
10,1013,10139,7.4186,8.8316,8.97,27,1.0,Lap procedures for obesity
10,1050,10500,0.4723,0.4723,2.9,9,1.0,Endocrine disorders except diabetes wo complicated PDx wo sig CCC
10,1050,10501,0.8691,0.9551,4.5,14,1.0,Endocrine disorders except diabetes wo complicated PDx w min CCC
10,1050,10502,1.3499,1.6071,6.12,18,1.0,Endocrine disorders except diabetes wo complicated PDx w mod CCC
10,1050,10503,2.1362,2.5431,7.85,24,1.0,Endocrine disorders except diabetes wo complicated PDx w maj CCC
10,1050,10504,3.8438,5.0576,11.1,33,1.0,Endocrine disorders except diabetes wo complicated PDx w ext CCC
10,1051,10519,1.5178,1.8069,7.31,22,1.0,Severe metabolic disorder in adult
10,1052,10529,2.4093,3.5431,12.88,39,1.0,Severe metabolic disorder in child
10,1053,10530,0.3938,0.3938,2.34,7,0.93,Nutrition and miscelaneous metabolic disorders wo sig CCC
10,1053,10531,0.6183,0.6795,3.5,11,1.0,Nutrition and miscelaneous metabolic disorders w min CCC
10,1053,10532,1.2415,1.4781,6.05,18,1.0,Nutrition and miscelaneous metabolic disorders w mod CCC
10,1053,10533,2.3484,2.7957,8.69,26,1.0,Nutrition and miscelaneous metabolic disorders w maj CCC
10,1053,10534,3.7809,5.56,13.25,40,1.0,Nutrition and miscelaneous metabolic disorders w ext CCC
10,1054,10540,0.4281,0.4281,2.4,7,0.93,Inborn errors of metabolism wo sig CCC
10,1054,10541,1.0072,1.1991,6.52,20,1.0,Inborn errors of metabolism w min CCC
10,1056,10560,0.4104,0.4104,2.73,8,0.8,Diabetes without complicated PDx wo sig CCC
10,1056,10561,0.5475,0.6017,3.61,11,0.99,Diabetes without complicated PDx w min CCC
10,1056,10562,0.9646,1.06,5.55,17,1.0,Diabetes without complicated PDx w mod CCC
10,1056,10563,1.3006,1.5483,6.88,21,1.0,Diabetes without complicated PDx w maj CCC
10,1056,10564,2.8488,3.7485,11.08,33,1.0,Diabetes without complicated PDx w ext CCC
10,1059,10590,1.5698,1.725,4.0,12,1.0,Endocrine malignancy w chemotherapy wo sig CCC
10,1059,10591,2.9362,4.318,14.26,43,1.0,Endocrine malignancy w chemotherapy w min CCC
10,1060,10600,1.6476,1.6476,2.57,8,1.0,Endocrine malignancy w radiotherapy wo sig CCC
10,1060,10601,2.4736,2.9447,6.16,18,1.0,Endocrine malignancy w radiotherapy w min CCC
10,1061,10610,1.2503,1.374,4.14,12,0.78,Endocrine malignancy wo sig CCC
10,1061,10611,2.1728,2.8589,10.2,31,0.59,Endocrine malignancy w min CCC
11,1101,11019,12.7964,29.0828,21.18,64,1.0,Kidney transplant
11,1102,11020,1.5438,1.6965,5.91,18,1.0,Operative insertion peritoneal cath for dialysis wo sig CCC
11,1102,11021,2.6925,4.4876,16.63,50,0.73,Operative insertion peritoneal cath for dialysis w min CCC
11,1102,11022,3.3442,7.6006,25.65,77,1.0,Operative insertion peritoneal cath for dialysis w mod CCC
11,1103,11030,4.3894,5.7756,11.54,35,0.86,"Kidney, ureter and maj bladder proc for neop wo sig CCC"
11,1103,11031,4.9179,8.1965,15.64,47,0.64,"Kidney, ureter and maj bladder proc for neop w min CCC"
11,1103,11032,4.9179,10.514,23.43,70,1.0,"Kidney, ureter and maj bladder proc for neop w mod CCC"
11,1104,11040,2.4196,2.8804,7.29,22,0.79,"Kidney, ureter and maj bladder procedure wo sig CCC"
11,1104,11041,3.4236,4.5048,11.67,35,0.96,"Kidney, ureter and maj bladder procedure w min CCC"
11,1104,11042,4.1568,6.928,17.07,51,1.0,"Kidney, ureter and maj bladder procedure w mod CCC"
11,1104,11043,4.6695,10.6124,21.61,65,1.0,"Kidney, ureter and maj bladder procedure w maj CCC"
11,1105,11050,2.0789,2.2845,5.72,17,0.7,Transurethral prostatectomy wo sig CCC
11,1105,11051,3.0823,4.0557,10.97,33,1.0,Transurethral prostatectomy w min CCC
11,1106,11060,1.3628,1.4976,4.67,14,1.0,Minor bladder procedure wo sig CCC
11,1106,11061,2.9353,4.3167,13.33,40,1.0,Minor bladder procedure w min CCC
11,1106,11062,4.0913,7.8679,18.87,57,1.0,Minor bladder procedure w mod CCC
11,1107,11070,1.7723,1.9476,3.83,11,0.62,"Transurethral proc, exc prostatectomy wo sig CCC"
11,1107,11071,2.5519,3.038,7.92,24,0.87,"Transurethral proc, exc prostatectomy w min CCC"
11,1107,11072,3.5639,5.241,13.4,40,0.9,"Transurethral proc, exc prostatectomy w mod CCC"
11,1107,11073,4.205,8.0867,20.13,60,1.0,"Transurethral proc, exc prostatectomy w maj CCC"
11,1108,11080,1.511,1.6604,5.48,16,1.0,Urethral procedures wo sig CCC
11,1108,11081,3.0242,4.4473,13.46,40,1.0,Urethral procedures w min CCC
11,1109,11090,1.383,1.5033,3.14,9,1.0,Other kidney & urinary tract OR proc wo sig CCC
11,1109,11091,3.7344,4.4482,12.77,38,1.0,Other kidney & urinary tract OR proc w min CCC
11,1110,11100,1.6489,1.812,3.95,12,1.0,Ureteroscopy wo sig CCC
11,1110,11101,2.9828,4.3864,12.05,36,1.0,Ureteroscopy w min CCC
11,1111,11110,1.2915,1.4192,4.6,14,1.0,Cystourethroscopy wo sig CCC
11,1111,11111,2.6895,3.9551,12.41,37,1.0,Cystourethroscopy w min CCC
11,1111,11112,4.0346,7.7588,19.55,59,1.0,Cystourethroscopy w mod CCC
11,1112,11120,1.5947,1.5947,1.45,4,0.98,ESWL for urinary stone wo sig CCC
11,1112,11121,1.771,1.771,1.87,6,1.0,ESWL for urinary stone w min CCC
11,1112,11122,2.1918,2.1918,2.18,7,1.0,ESWL for urinary stone w mod CCC
11,1112,11123,3.6062,3.6062,2.97,9,1.0,ESWL for urinary stone w maj CCC
11,1115,11159,16.6713,27.7855,16.3,49,1.0,Plasmapheresis for kidney and urinary tract dis
11,1116,11169,2.7207,2.9898,4.36,13,1.0,ESWL with uroendoscopy
11,1117,11179,2.8978,3.4497,6.16,18,1.0,Lap adhesiolysis & renal tissue ablation
11,1118,11189,4.1581,4.9501,7.54,23,1.0,Other major OR procedures for kidney & urinary tract disorders
11,1150,11500,0.5767,0.5767,2.47,7,1.0,"Chronic renal failure, age > 17 wo sig CCC"
11,1150,11501,1.0197,1.1205,4.51,14,1.0,"Chronic renal failure, age > 17 w min CCC"
11,1150,11502,1.9802,2.3573,7.53,23,1.0,"Chronic renal failure, age > 17 w mod CCC"
11,1150,11503,3.1674,4.1677,10.82,32,1.0,"Chronic renal failure, age > 17 w maj CCC"
11,1150,11504,4.6811,7.8018,16.28,49,1.0,"Chronic renal failure, age > 17 w ext CCC"
11,1151,11510,1.0515,1.1555,3.87,12,0.53,"Chronic renal failure, age < 18 wo sig CCC"
11,1151,11511,1.6352,2.4046,13.65,41,1.0,"Chronic renal failure, age < 18 w min CCC"
11,1152,11520,0.8173,0.8981,4.42,13,1.0,Admit for renal dialysis wo sig CCC
11,1152,11521,2.1086,2.5102,8.15,24,1.0,Admit for renal dialysis w min CCC
11,1153,11530,0.8477,0.9315,4.12,12,0.75,Kidney and urinary tract neoplasm wo sig CCC
11,1153,11531,2.0204,2.6584,9.29,28,0.4,Kidney and urinary tract neoplasm w min CCC
11,1154,11540,0.5625,0.6181,3.98,12,1.0,Kidney and urinary tract infection wo sig CCC
11,1154,11541,1.3506,1.6079,7.1,21,1.0,Kidney and urinary tract infection w min CCC
11,1154,11542,2.4186,3.1823,10.44,31,1.0,Kidney and urinary tract infection w mod CCC
11,1154,11543,3.0187,4.4392,12.56,38,1.0,Kidney and urinary tract infection w maj CCC
11,1154,11544,4.4243,7.3738,17.6,53,1.0,Kidney and urinary tract infection w ext CCC
11,1155,11550,0.5425,0.5425,2.77,8,1.0,Urinary stone wo sig CCC
11,1155,11551,1.6832,2.0038,7.89,24,1.0,Urinary stone w min CCC
11,1155,11552,3.0277,4.4525,12.18,37,1.0,Urinary stone w mod CCC
11,1156,11560,0.4629,0.4629,2.98,9,0.67,Kidney and urinary tract signs & symptoms wo sig CCC
11,1156,11561,1.2794,1.4059,5.36,16,0.82,Kidney and urinary tract signs & symptoms w min CCC
11,1156,11562,2.3273,3.0622,11.05,33,1.0,Kidney and urinary tract signs & symptoms w mod CCC
11,1157,11570,0.5031,0.5031,2.01,6,0.86,Urethral stricture wo sig CCC
11,1157,11571,0.8549,0.9395,4.36,13,1.0,Urethral stricture w min CCC
11,1158,11580,0.6439,0.7076,3.72,11,0.84,Other kidney and urinary tract diagnoses wo sig CCC
11,1158,11581,1.4685,1.7482,6.54,20,1.0,Other kidney and urinary tract diagnoses w min CCC
11,1158,11582,2.3963,3.1531,9.37,28,1.0,Other kidney and urinary tract diagnoses w mod CCC
11,1158,11583,3.975,5.8457,14.31,43,1.0,Other kidney and urinary tract diagnoses w maj CCC
11,1159,11590,0.7447,0.8183,4.11,12,1.0,"Acute renal failure age > 17, not transferred wo sig CCC"
11,1159,11591,1.9472,2.3181,8.05,24,1.0,"Acute renal failure age > 17, not transferred w min CCC"
11,1159,11592,3.057,4.0224,11.08,33,1.0,"Acute renal failure age > 17, not transferred w mod CCC"
11,1159,11593,4.8369,7.1132,14.86,45,1.0,"Acute renal failure age > 17, not transferred w maj CCC"
11,1160,11600,0.7153,0.786,3.49,10,0.65,Acute renal failure age < 18 wo sig CCC
11,1160,11601,1.4797,1.7616,8.14,24,1.0,Acute renal failure age < 18 w min CCC
11,1162,11620,1.8038,1.8038,1.72,5,1.0,KUB malignancy with chemotherapy wo sig CCC
11,1162,11621,2.8591,3.4037,7.34,22,1.0,KUB malignancy with chemotherapy w min CCC
11,1163,11630,2.3571,3.9286,15.63,47,0.87,KUB malignancy with radiotherapy wo sig CCC
11,1163,11631,3.0301,6.8866,25.02,75,1.0,KUB malignancy with radiotherapy w min CCC
11,1164,11640,1.6198,1.78,4.54,14,0.37,KUB malignancy with diag proc wo sig CCC
11,1164,11641,2.3171,3.0488,11.94,36,0.66,KUB malignancy with diag proc w min CCC
11,1165,11650,1.2586,1.3831,5.7,17,0.42,KUB malignancy with blood transfusion wo sig CCC
11,1165,11651,2.0576,3.4294,16.19,49,1.0,KUB malignancy with blood transfusion w min CCC
11,1166,11660,1.6656,1.8303,5.44,16,1.0,Major kidney diagnoses wo sig CCC
11,1166,11661,3.4099,4.4868,11.61,35,1.0,Major kidney diagnoses w min CCC
11,1167,11670,0.6727,0.6727,2.71,8,0.47,"Acute renal failure age > 17, transferred wo sig CCC"
11,1167,11671,1.8034,2.1469,6.43,19,0.92,"Acute renal failure age > 17, transferred w min CCC"
11,1167,11672,2.4835,3.2677,9.81,29,1.0,"Acute renal failure age > 17, transferred w mod CCC"
12,1201,12019,8.1017,10.6601,10.85,33,1.0,Major male pelvic procedures
12,1202,12020,2.0376,2.2391,5.48,16,0.7,Transurethral prostatectomy wo sig CCC
12,1202,12021,2.5345,3.0173,7.73,23,0.93,Transurethral prostatectomy w min CCC
12,1202,12022,4.0491,6.7486,16.21,49,1.0,Transurethral prostatectomy w mod CCC
12,1203,12030,1.0854,1.0854,2.85,9,0.85,Testis procedures wo sig CCC
12,1203,12031,1.6188,1.7789,5.87,18,1.0,Testis procedures w min CCC
12,1203,12032,2.6711,3.9281,12.05,36,1.0,Testis procedures w mod CCC
12,1204,12040,1.5665,1.865,6.52,20,1.0,Penis procedures wo sig CCC
12,1204,12041,2.0723,2.7267,9.62,29,1.0,Penis procedures w min CCC
12,1205,12059,0.6928,0.6928,2.15,6,1.0,Circumcision
12,1206,12060,2.4412,2.9063,8.94,27,0.66,Other male repro system OR proc for malig wo sig CCC
12,1206,12061,2.8569,6.493,21.07,63,0.76,Other male repro system OR proc for malig w min CCC
12,1207,12070,1.5249,1.6757,5.26,16,1.0,Other male reproductive system OR procedur wo sig CCC
12,1207,12071,3.0833,4.5343,14.09,42,0.59,Other male reproductive system OR procedur w min CCC
12,1208,12080,0.8731,0.9595,3.67,11,0.89,Cystourethroscopy wo sig CCC
12,1208,12081,1.8313,2.4096,10.85,33,1.0,Cystourethroscopy w min CCC
12,1250,12500,0.9308,1.0229,4.88,15,0.68,"Malignancy, male reproductive system wo sig CCC"
12,1250,12501,2.3749,3.1249,10.46,31,0.68,"Malignancy, male reproductive system w min CCC"
12,1251,12510,0.6855,0.6855,2.92,9,0.8,Benign prostatic hypertrophy wo sig CCC
12,1251,12511,1.0183,1.119,5.34,16,1.0,Benign prostatic hypertrophy w min CCC
12,1251,12512,1.9997,2.3806,7.82,23,1.0,Benign prostatic hypertrophy w mod CCC
12,1252,12520,0.4765,0.5236,3.73,11,1.0,Inflammation of the male reproductive system wo sig CCC
12,1252,12521,1.0768,1.2819,6.76,20,1.0,Inflammation of the male reproductive system w min CCC
12,1252,12522,2.0627,2.4556,8.97,27,1.0,Inflammation of the male reproductive system w mod CCC
12,1252,12523,3.4244,5.0359,13.46,40,1.0,Inflammation of the male reproductive system w maj CCC
12,1254,12540,0.5182,0.5182,2.5,8,1.0,Other male reproductive system diagnoses wo sig CCC
12,1254,12541,1.3536,1.6115,7.76,23,1.0,Other male reproductive system diagnoses w min CCC
12,1255,12559,2.9638,3.8997,11.98,36,1.0,"Malig, male reprod organ w chemo- and radiother"
12,1256,12560,1.9854,2.158,5.22,16,1.0,"Malignancy, male reprod organ w chemotherapy wo sig CCC"
12,1256,12561,2.8697,3.1535,3.85,12,1.0,"Malignancy, male reprod organ w chemotherapy w min CCC"
12,1256,12562,4.0472,5.9519,12.51,38,1.0,"Malignancy, male reprod organ w chemotherapy w mod CCC"
12,1257,12579,1.8859,3.1432,17.55,53,0.75,"Malignancy, male reprod organ w radiotherapy"
12,1258,12580,1.2524,1.2524,2.99,9,0.94,"Malignancy, male reprod organ w diag proc wo sig CCC"
12,1258,12581,2.4943,3.2819,9.2,28,0.82,"Malignancy, male reprod organ w diag proc w min CCC"
12,1259,12590,0.9693,1.0652,4.23,13,0.8,"Malignancy, male reprod organ w blood transfusion wo sig CCC"
12,1259,12591,2.0315,2.673,10.76,32,0.87,"Malignancy, male reprod organ w blood transfusion w min CCC"
12,1259,12592,2.7417,4.5694,16.52,50,0.9,"Malignancy, male reprod organ w blood transfusion w mod CCC"
13,1301,13010,3.2055,3.816,7.44,22,1.0,Radical hysterectomy & radical vulvectomy wo sig CCC
13,1301,13011,4.331,6.369,12.54,38,1.0,Radical hysterectomy & radical vulvectomy w min CCC
13,1302,13020,2.7372,3.0079,5.97,18,0.93,Uterine & adnexal proc for malignancy wo sig CCC
13,1302,13021,3.8437,5.0575,10.62,32,1.0,Uterine & adnexal proc for malignancy w min CCC
13,1302,13022,5.2463,8.744,17.55,53,1.0,Uterine & adnexal proc for malignancy w mod CCC
13,1303,13039,1.9047,2.0931,4.95,15,1.0,Uterine & adnexal proc for ca in situ
13,1305,13050,1.988,2.1846,4.96,15,0.88,Uterine & adnexal proc for non-malignancy wo sig CCC
13,1305,13051,2.6554,3.1611,7.33,22,1.0,Uterine & adnexal proc for non-malignancy w min CCC
13,1305,13052,4.0222,5.915,12.79,38,0.94,Uterine & adnexal proc for non-malignancy w mod CCC
13,1305,13053,4.4658,8.5882,18.79,56,1.0,Uterine & adnexal proc for non-malignancy w maj CCC
13,1306,13060,0.7651,0.7651,2.26,7,1.0,Incisional tubal interruption wo sig CCC
13,1306,13061,0.9233,1.0146,3.13,9,1.0,Incisional tubal interruption w min CCC
13,1306,13062,1.3398,1.4723,3.97,12,1.0,Incisional tubal interruption w mod CCC
13,1307,13070,0.6572,0.6572,2.01,6,1.0,"Vaginal, cervix & vulva procedures wo sig CCC"
13,1307,13071,1.3626,1.4974,4.79,14,1.0,"Vaginal, cervix & vulva procedures w min CCC"
13,1307,13072,3.0705,4.5154,12.79,38,1.0,"Vaginal, cervix & vulva procedures w mod CCC"
13,1308,13089,1.6178,1.7778,4.9,15,1.0,Female reproductive system reconstructive proc
13,1309,13090,0.5548,0.5548,1.58,5,0.82,D&C and other minor uterine procedures wo sig CCC
13,1309,13091,0.6285,0.6285,1.91,6,1.0,D&C and other minor uterine procedures w min CCC
13,1309,13092,0.8145,0.8145,2.38,7,0.9,D&C and other minor uterine procedures w mod CCC
13,1309,13093,1.3351,1.7567,9.98,30,0.5,D&C and other minor uterine procedures w maj CCC
13,1310,13109,1.7212,1.7212,2.43,7,1.0,Endoscopic tubal interruption
13,1311,13110,1.9051,2.268,6.13,18,0.78,Other female reproductive system OR procedures wo sig CCC
13,1311,13111,3.242,4.7677,12.87,39,0.48,Other female reproductive system OR procedures w min CCC
13,1311,13112,3.242,6.9836,22.5,68,1.0,Other female reproductive system OR procedures w mod CCC
13,1312,13129,5.9009,11.348,19.29,58,1.0,Pelvic evisceration
13,1313,13130,2.783,3.0582,4.76,14,1.0,Lap uterine & adnexal proc for malignancy wo sig CCC
13,1313,13131,3.8058,4.5307,6.2,19,1.0,Lap uterine & adnexal proc for malignancy w min CCC
13,1314,13149,2.9063,3.1937,4.1,12,1.0,Lap uterine & adnexal proc for ca in situ
13,1316,13169,2.6098,2.8679,3.9,12,1.0,Lap uterine and adnexal procedures for non-malignancy
13,1320,13200,4.1816,4.9781,7.36,22,0.97,Lap radical hysterectomy wo sig CCC
13,1320,13201,4.4822,5.8976,9.35,28,1.0,Lap radical hysterectomy w min CCC
13,1321,13210,2.1926,2.4095,3.23,10,0.7,Lap adhesiolysis for female reproductive system disorders wo sig CCC
13,1321,13211,2.8611,3.4061,6.32,19,1.0,Lap adhesiolysis for female reproductive system disorders w min CCC
13,1350,13500,0.5996,0.6589,3.43,10,0.78,Non-ovarian/adnexal malignancy wo sig CCC
13,1350,13501,1.3052,1.4343,6.0,18,1.0,Non-ovarian/adnexal malignancy w min CCC
13,1350,13502,2.3935,3.1494,10.13,30,1.0,Non-ovarian/adnexal malignancy w mod CCC
13,1351,13510,0.397,0.397,1.83,5,1.0,Non-ovarian/adnexal ca in situ wo sig CCC
13,1351,13511,0.957,1.0516,3.75,11,1.0,Non-ovarian/adnexal ca in situ w min CCC
13,1352,13520,0.3802,0.4178,3.18,10,0.71,Ovarian/adnexal malignancy wo sig CCC
13,1352,13521,0.9689,1.1535,7.12,21,1.0,Ovarian/adnexal malignancy w min CCC
13,1353,13530,0.4327,0.4327,2.9,9,0.71,Female lower genitourinary tract infection wo sig CCC
13,1353,13531,0.928,1.1048,7.87,24,1.0,Female lower genitourinary tract infection w min CCC
13,1354,13540,0.5291,0.5814,3.6,11,1.0,Female pelvic infection wo sig CCC
13,1354,13541,0.9451,1.0386,4.72,14,1.0,Female pelvic infection w min CCC
13,1354,13542,2.0638,2.7155,9.02,27,1.0,Female pelvic infection w mod CCC
13,1355,13550,0.4399,0.4399,2.02,6,0.37,Menstrual & other female reproductive system disorders wo sig CCC
13,1355,13551,0.7053,0.7053,2.83,8,0.71,Menstrual & other female reproductive system disorders w min CCC
13,1355,13552,1.1111,1.221,4.53,14,1.0,Menstrual & other female reproductive system disorders w mod CCC
13,1355,13553,1.8137,2.1592,7.07,21,0.77,Menstrual & other female reproductive system disorders w maj CCC
13,1356,13569,2.3013,2.7396,6.34,19,1.0,Non ovarian/adnexal malig w chemo- and radiotherapy
13,1357,13570,1.4084,1.4084,2.95,9,0.84,Non ovarian/adnexal malig w chemotherapy wo sig CCC
13,1357,13571,1.7208,1.7208,2.01,6,0.86,Non ovarian/adnexal malig w chemotherapy w min CCC
13,1357,13572,1.9653,2.1362,3.44,10,0.79,Non ovarian/adnexal malig w chemotherapy w mod CCC
13,1357,13573,2.6576,3.4968,9.03,27,1.0,Non ovarian/adnexal malig w chemotherapy w maj CCC
13,1358,13580,1.468,1.6132,5.27,16,0.98,Non ovarian/adnexal malig w radiotherapy wo sig CCC
13,1358,13581,2.438,4.6886,18.3,55,0.98,Non ovarian/adnexal malig w radiotherapy w min CCC
13,1358,13582,3.6828,8.3699,28.66,86,1.0,Non ovarian/adnexal malig w radiotherapy w mod CCC
13,1359,13590,1.2943,1.4223,3.71,11,1.0,Non ovarian/adnexal malig w diagnostic procedure wo sig CCC
13,1359,13591,2.9561,3.8896,11.13,33,1.0,Non ovarian/adnexal malig w diagnostic procedure w min CCC
13,1360,13600,0.7875,0.8654,3.54,11,0.4,Non ovarian/adnexal malig w blood transfusion wo sig CCC
13,1360,13601,1.2255,1.6125,10.44,31,0.68,Non ovarian/adnexal malig w blood transfusion w min CCC
13,1360,13602,1.8104,3.0174,15.84,48,0.61,Non ovarian/adnexal malig w blood transfusion w mod CCC
13,1362,13620,2.3739,2.3739,1.81,5,1.0,Ovarian/adnexal malig w chemotherapy wo sig CCC
13,1362,13621,3.1373,3.1373,2.85,9,0.51,Ovarian/adnexal malig w chemotherapy w min CCC
13,1362,13622,3.2253,3.8396,7.33,22,0.96,Ovarian/adnexal malig w chemotherapy w mod CCC
13,1362,13623,4.0898,6.8163,16.59,50,1.0,Ovarian/adnexal malig w chemotherapy w maj CCC
13,1363,13639,2.7963,4.1122,14.69,44,1.0,Ovarian/adnexal malig w radiotherapy
13,1364,13640,1.3943,1.5322,3.52,11,1.0,Ovarian/adnexal malig w diagnostic procedure wo sig CCC
13,1364,13641,2.7214,3.5808,9.75,29,1.0,Ovarian/adnexal malig w diagnostic procedure w min CCC
13,1365,13650,0.5608,0.5608,2.1,6,1.0,Ovarian/adnexal malig w blood transfusion wo sig CCC
13,1365,13651,1.3436,1.5996,7.59,23,1.0,Ovarian/adnexal malig w blood transfusion w min CCC
14,1401,14010,1.2675,1.3929,3.99,12,1.0,Caesarean delivery wo sig CCC
14,1401,14011,1.6941,1.8616,5.13,15,1.0,Caesarean delivery w min CCC
14,1401,14012,2.7526,3.2768,7.18,22,1.0,Caesarean delivery w mod CCC
14,1401,14013,3.9914,4.7517,8.55,26,1.0,Caesarean delivery w maj CCC
14,1401,14014,5.5775,7.3388,10.47,31,1.0,Caesarean delivery w ext CCC
14,1402,14020,0.9625,1.0577,3.34,10,1.0,Vaginal delivery w complicating OR procedure wo sig CCC
14,1402,14021,2.0419,2.2439,5.42,16,1.0,Vaginal delivery w complicating OR procedure w min CCC
14,1404,14040,1.5829,1.7394,4.42,13,1.0,Postpartum/post abortion w specific proc wo sig CCC
14,1404,14041,3.5545,4.2315,7.48,22,1.0,Postpartum/post abortion w specific proc w min CCC
14,1405,14050,0.5636,0.5636,1.82,5,0.61,Uncomplicated abortion w D&C and asp currettage wo sig CCC
14,1405,14051,0.8966,0.8966,2.73,8,1.0,Uncomplicated abortion w D&C and asp currettage w min CCC
14,1405,14052,1.6719,1.8373,4.78,14,1.0,Uncomplicated abortion w D&C and asp currettage w mod CCC
14,1405,14053,2.6728,3.1818,6.76,20,1.0,Uncomplicated abortion w D&C and asp currettage w maj CCC
14,1407,14070,0.7374,0.8103,3.14,9,1.0,Vaginal delivery w strilization procedure wo sig CCC
14,1407,14071,0.92,1.011,3.6,11,1.0,Vaginal delivery w strilization procedure w min CCC
14,1408,14089,0.5502,0.6046,3.18,10,1.0,Vaginal delivery w non-OR procedure
14,1410,14100,0.6191,0.6191,2.04,6,0.99,Complicated abortion w D&C and asp currettage wo sig CCC
14,1410,14101,0.9697,1.0656,3.61,11,1.0,Complicated abortion w D&C and asp currettage w min CCC
14,1411,14110,1.1122,1.1122,2.62,8,1.0,Molar preegnancy w D&C and asp currettage wo sig CCC
14,1411,14111,1.5024,1.651,3.66,11,1.0,Molar preegnancy w D&C and asp currettage w min CCC
14,1412,14120,1.4751,1.621,3.69,11,1.0,Ectopic pregnancy w specific proc wo sig CCC
14,1412,14121,1.6084,1.7675,3.7,11,1.0,Ectopic pregnancy w specific proc w min CCC
14,1412,14122,1.8566,2.0402,4.03,12,1.0,Ectopic pregnancy w specific proc w mod CCC
14,1450,14500,0.4377,0.4377,2.81,8,0.53,Vaginal delivery wo sig CCC
14,1450,14501,0.5224,0.5741,3.11,9,0.4,Vaginal delivery w min CCC
14,1451,14510,0.3188,0.3188,2.7,8,1.0,Postpartum/post abortion wo sig CCC
14,1451,14511,0.6597,0.7249,4.15,12,1.0,Postpartum/post abortion w min CCC
14,1452,14520,0.2883,0.2883,2.0,6,0.41,Antenatal condition wo sig CCC
14,1452,14521,0.3288,0.3288,2.38,7,0.57,Antenatal condition w min CCC
14,1452,14522,0.4209,0.4209,2.78,8,0.86,Antenatal condition w mod CCC
14,1452,14523,0.5634,0.6191,3.63,11,1.0,Antenatal condition w maj CCC
14,1452,14524,1.2458,1.369,5.86,18,1.0,Antenatal condition w ext CCC
14,1453,14530,0.6652,0.6652,2.73,8,1.0,Ectopic pregnancy wo sig CCC
14,1453,14531,1.3483,1.4817,3.58,11,1.0,Ectopic pregnancy w min CCC
14,1454,14540,0.2443,0.2443,1.78,5,0.53,Threatened abortion wo sig CCC
14,1454,14541,0.3253,0.3253,2.34,7,1.0,Threatened abortion w min CCC
14,1454,14542,0.4602,0.5057,3.1,9,1.0,Threatened abortion w mod CCC
14,1455,14550,0.3121,0.3121,1.8,5,1.0,Abortion wo sig CCC
14,1455,14551,0.7325,0.7325,2.87,9,1.0,Abortion w min CCC
14,1456,14560,0.196,0.196,1.43,4,0.78,False labour wo sig CCC
14,1456,14561,0.4338,0.4338,2.76,8,0.53,False labour w min CCC
14,1457,14579,0.417,0.417,2.23,7,1.0,Complicated abortion
14,1458,14580,0.5904,0.6488,3.48,10,1.0,Molar pregnancy wo sig CCC
14,1458,14581,1.0278,1.1295,4.21,13,0.85,Molar pregnancy w min CCC
14,1459,14590,0.2898,0.2898,1.87,6,0.55,Antenatal condition with significant complications wo sig CCC
14,1459,14591,0.417,0.417,2.87,9,1.0,Antenatal condition with significant complications w min CCC
14,1460,14600,0.3201,0.3201,2.43,7,0.54,Antenatal condition with genitourinary infection wo sig CCC
14,1460,14601,0.4043,0.4443,3.2,10,1.0,Antenatal condition with genitourinary infection w min CCC
14,1460,14602,1.1726,1.2886,5.34,16,1.0,Antenatal condition with genitourinary infection w mod CCC
15,1501,15010,3.1261,3.1261,2.65,8,1.0,Newb died or transf < 5 d of adm w mj or sign proc wo sig CCC
15,1501,15011,6.096,6.096,2.74,8,1.0,Newb died or transf < 5 d of adm w mj or sign proc w min CCC
